MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
SM-G350E,galaxy star 2 plus,samsung,800,480,3.15,2014,4.3,111
X70R(C7F9),x70r(c7f9),teclast,600,1024,2,2016,7,111
P5W,pioneer,gionee,1280,720,5,2016,5,110
M733A,m733a,unknown,480,800,2,2015,7,110
GT-I9100P,galaxy s2,samsung,800,480,8,2011,4.3,110
M733W,galaxy tab3,hong xiang,480,800,0.3,2014,7,110
H901,v10,lg,2560,1440,16,2015,5.7,110
F-04G,arrows nx,docomo,2560,1440,21,2015,5.2,109
B1-750,iconia one 7,acer,800,1280,3,2015,7,109
D2105,xperia e1 dual,sony,800,480,3.15,2014,4,109
P330X,one touch pop 7s,alcatel,600,1024,3,2014,7,109
X210,k7,lg,854,480,5,2015,5,109
G510-0100,ascend g510,huawei,854,480,5,2013,4.5,109
G7-L11,ascend g7,huawei,1280,720,13,2015,5.5,109
R7s,r7s,oppo,1920,1080,13,2015,5.5,109
Y300,y300,doogee,1280,720,8,2015,5,108
SHW-M180S,galaxy tab 7.0 plus,samsung,600,1024,3.1,2010,7,108
HM 1SC,redmi 1s,xiaomi,1280,720,8,2014,4.7,108
G4S,g4s,jiayu,1280,720,13,2013,4.7,108
Desire 728G Dual SIM,desire 728,htc,1280,720,13,2015,5.5,108
NXT-L09,mate 8,huawei,1920,1080,16,2015,6,108
B1-850,iconia one 8,acer,1280,720,5,2016,8,108
H500,magna,lg,1280,720,8,2015,5,107
E5363,xperia c4 duo,sony,1920,1080,13,2015,5.5,107
785DC,brevis 3g,treelogic,768,1024,2,2013,7.85,107
6000,6000,disgo,800,480,NULL,2010,7.01,107
SM-J320M,galaxy j3 (2016),samsung,1280,720,8,2016,5,107
Touch,touch,umi,1920,1080,13,2016,5.5,107
MB865,atrix 2,motorola,960,540,8,2011,4.3,107
X6D,x6,vivo,1920,1080,13,2015,5.2,107
MS631,g stylo,lg,1280,720,13,2015,5.7,107
PF400CG (T00E),padfone mini,asus,1280,720,8,2014,4,106
SM-G900T1,galaxy s5,samsung,1920,1080,16,2014,5.1,106
GT-I9210,galaxy s2 lte,samsung,800,480,8,2011,4.5,106
GT-S3800W,s3800w,samsung,320,240,2,2013,3,105
M8Sw,one e8,htc,1920,1080,5,2014,5.01,105
A65A,a65a,evercoss,854,480,8,2014,5,105
IM-A860K,vega no 6,pantech,1920,1080,2,2013,5.9,105
Desire 601 Dual Sim,desire 601 dual sim,htc,960,540,5,2013,4.5,105
Z958,zmax 2,zte,1280,720,8,2015,5.5,105
SM-J320N,galaxy j3 (2016),samsung,1280,720,8,2016,5,104
GT1,gt1,beelink,NULL,NULL,NULL,2015,NULL,104
PE-TL20,honor 6 plus,huawei,1920,1080,8,2014,5.5,104
P831X.2,p831x.2,medion,800,1280,NULL,2015,12.4,104
SH-04G,aquos ever,docomo,1280,720,13,2015,5,104
N1T,n1t,oppo,1920,1080,13,2013,5.9,104
Le X520,le 2,leeco,1920,1080,15,2016,5.5,104
SGH-I727,galaxy s2 skyrocket,at&t,800,480,8,2011,4.51,103
KYL22,digno m,kddi,1920,1080,13,2013,5,103
GT-I9195T,galaxy s4 mini,samsung,960,540,8,2013,4.3,103
Lifetab P9514,lifetab p9514,medion,800,1280,NULL,2012,10,103
V8+,v8+,unc,800,480,NULL,2012,NULL,103
Desire D620u,desire d620u,htc,1280,720,5,2014,5,103
ZP998,zp998,zopo,1920,1080,14,2014,5.5,103
Max,max,umi,1920,1080,13,2016,5.5,103
R9 Plustm A,r9 plustm a,oppo,1920,1080,16,2016,6,103
S831X,lifetab s831x,medion,1200,1920,5,2014,8,103
F620L,class,lg,1280,720,13,2015,5,103
M2-801w,mediapad m2 8.0,huawei,1200,1920,8,2015,8,103
H422,spirit,lg,1280,720,8,2015,4.7,103
NEM-L22,honor 5c,huawei,1920,1080,13,2016,5.2,102
Y221-U22,ascend y221,huawei,480,320,2,2014,3.5,102
SO-04F,xperia a2,docomo,1280,720,20.7,2014,4.3,102
7251,7251,coolpad,854,480,5,2014,5,102
H320,leon,lg,854,480,5,2015,4.5,102
i-note WiFi 2,i-note wifi 2,i-mobile,480,800,2,2013,7.01,102
SM-T815C,galaxy tab s2 9.7 lte,samsung,2048,1536,8,2015,9.699999999999999,101
IM-A830K,vega racer 2 lte,pantech,1280,720,8,2012,4.8,101
S7-301u,mediapad,huawei,800,1280,5,2011,7,101
Z580C (P01M),zenpad s 8.0,asus,1536,2048,5,2015,8,101
3GW100,lephone,lenovo,480,320,NULL,2010,4.27,101
GT-I9060L,galaxy grand neo,samsung,800,480,5,2014,5,101
SM-G530MU,galaxy grand prime,samsung,960,540,8,2014,5,101
F-06E,arrows nx,docomo,1920,1080,16,2013,5.2,101
Z970,zmax,zte,1280,720,8,2014,5.7,101
SHL25,aquos mini shl24,kddi,1920,1080,13.1,2014,5.2,101
Getaway,getaway,wiko,1280,720,13,2014,5,100
Desire 828,desire 828,htc,1920,1080,13,2015,5.5,100
Cynus T6,cynus t6,mobistel,960,540,8,2014,5,100
IM-A890K,vega secret note,pantech,1920,1080,13,2013,5.9,100
H30-T00,honor 3c,huawei,1280,720,8,2014,5,100
TX201LA,transformer book trio,asus,1080,1920,5,2014,11.6,100
SM-C115L,galaxy k zoom,samsung,1280,720,20,2014,4.8,100
SHL22,aquos phone shl22,kddi,1280,720,13,2013,4.9,99
T6S,t6s,thl,854,480,5,2014,5,99
R7g,r7,oppo,1920,1080,13,2015,5,99
7048X,one touch go play,alcatel,1280,720,8,2016,5,99
H631,g stylo,t-mobile,1280,720,13,2015,5.7,99
P725,optimus 3d max,lg,800,480,5,2012,4.3,99
P765,optimus l9,lg,960,540,8,2012,4.7,98
F220,f220,qmobile,320,240,NULL,2009,NULL,98
CAM-AL00,honor 5a,huawei,1280,720,13,2016,5.5,98
i-Style 5,i-style 5,i-mobile,854,480,8,2013,5,98
H810,g4,at&t,2560,1440,16,2015,5.5,98
SM-G930R4,galaxy s7,us cellular,2560,1440,12.2,2016,5.1,98
EVA-L29,p9,huawei,1920,1080,12,2016,5.2,98
SM-T715N0,sm-t715n0,samsung,2048,1536,8,2015,8,98
ALE-TL00,p8 lite,huawei,1280,720,13,2015,5,98
SM-G870W,galaxy s5 active,samsung,1920,1080,16,2014,5.1,97
D516w,desire 516 dual sim,htc,960,540,5,2014,5,97
s7-701u,mediapad 7 youth,huawei,600,1024,3.15,2013,7,97
Desire 626 Dual Sim,desire 626 dual sim,htc,1280,720,13,2015,5,97
DA220HQL,all-in-one,acer,1080,1920,1.2,2013,21.5,97
R831S,neo 5,oppo,854,480,5,2014,4.5,97
VS820,vs820,lg,854,480,8,2015,4.5,97
5070D,pop star,alcatel,1280,720,8,2015,5,97
304SH,aquos xx,softbank,1920,1080,13.1,2014,5.2,97
KDL-42W650A,bravia w650a,sony,1080,1920,NULL,2013,42,97
X5004,x5004,medion,1920,1080,13,2015,5,96
DMC-CM1,lumix smart camera cm1,panasonic,1920,1080,20.1,2014,4.7,96
S8-50F,tab s8-50f,lenovo,1920,1200,8,2014,8,96
Lifetab P9516,lifetab p9516,medion,800,1280,NULL,2012,10,96
P770,p770,lenovo,960,540,NULL,2012,4.5,96
HY-E702,media pad,hyundai,480,800,3,2013,7,96
MS345,leon,lg,854,480,8,2015,4.5,96
Z321e,j,htc,960,540,NULL,2012,4.3,96
SM-G360V,galaxy core prime,verizon,800,480,5,2015,4.5,96
P7-L09,ascend p7,huawei,1920,1080,13,2014,5.5,96
6535LVW,one m9,htc,1920,1080,20.7,2015,5,96
MS330,k7,lg,854,480,8,2016,5,96
Pixel V2,pixel v2,lava,1280,720,13,2015,5,96
Liberto 820,liberto 820,doro,940,560,8,2014,4.5,95
SHW-M480S,galaxy note,samsung,800,1280,NULL,2012,10.13,95
SM-J710FN,galaxy j7 2016,samsung,1280,720,13,2016,5.5,95
HM Note 1TD,redmi note,xiaomi,1280,720,13,2014,5.5,95
Dinosaur,dinosaur,cubot,1280,720,13,2016,5.5,95
GT-S5670,galaxy fit,samsung,320,240,NULL,2011,3.92,95
London,london,marshall,1280,720,8,2015,4.7,95
QBA757,slim note,qbex,800,480,NULL,2012,5.2,95
Studio G,studio g,blu,854,480,5,2015,5,94
X600,le 1,letv,1920,1080,13,2015,5.5,94
X2-CU,vibe x2,lenovo,1920,1080,2,2014,5,94
S551,hornbill,obi,1280,720,13,2014,5.5,94
H830,g5,t-mobile,2560,1440,16,2016,5.3,94
SGH-I467,galaxy note 8.0 at+t,samsung,800,1280,5,2013,8,94
Desire D526H,desire d526h,htc,960,540,8,2015,4.7,94
SGH-T989D,galaxy s2 x,samsung,800,480,8,2011,4.51,94
SCL-L02,y6,huawei,1280,720,8,2015,5,94
D684,g pro lite,lg,960,540,8,2013,5.5,94
SM-G360P,galaxy core prime,sprint,800,480,5,2015,4.5,93
A320e,desire c,htc,480,320,5,2012,3.5,93
Iris 405,iris 405,lava,800,480,5,2013,4,93
D820us,desire 820us,htc,1280,720,13,2014,5.5,93
B8080-F,yoga tablet,lenovo,800,1280,5,2014,10,93
K330,k7 4g,lg,854,480,5,2016,5,93
GT-S8500,wave,samsung,800,480,5,2010,3.06,93
A816,a816,lenovo,960,540,8,2014,5.5,93
KYT31,qua tab,kddi,1920,1200,5,2015,8,93
E10312,lifetab e10312,medion,800,1280,2,2013,10.1,93
D118,d118,newsmy,320,240,NULL,2009,2.6,93
Numy 3G AX3 Sword,novo numy 3g ax3 sword,ainol,600,1024,5,2014,7,93
IM-A900K,vega secret up,pantech,1920,1080,13,2014,5.6,92
D295,l fino,lg,800,480,8,2014,4.5,92
H522,prime plus,lg,1280,720,8,2015,5,92
SM-G150NS,galaxy folder lte,samsung,800,480,8,2015,3.8,92
D373,l series iii l80,lg,800,480,8,2014,5,92
F-02H,arrows nx,docomo,2560,1440,21,2015,5.4,92
M330,m330,infocus,1280,720,13,2015,5.5,92
Y320-U151,y320-u151,huawei,800,480,2,2013,4,92
ME865,atrix,motorola,960,540,NULL,2011,4.3,92
M2-802L,mediapad m2 8.0,huawei,1920,1200,8,2015,8,92
7270,7270,coolpad,854,480,5,2014,5,91
SCH-I705,galaxy tab 2 7.0 4g lte,verizon,1024,600,3.15,2012,7,91
SM-N7508V,galaxy note 3 neo,verizon,1280,720,8,2014,5.5,90
E2033,xperia e4g dual,sony,960,540,5,2015,4.7,90
E610,optimus l5,lg,480,320,5,2012,4,90
Xplay5A,xplay5,vivo,2560,1440,16,2016,5.43,90
E730,optimus sol,lg,800,480,NULL,2011,3.81,90
Elite x3 Telstra,elite x3 telstra,hp,2560,1440,2,2016,5.96,90
P505R,phoenix,lg,480,320,NULL,2011,3.2,89
SH-01H,aquos zeta,docomo,1920,1080,NULL,2015,5.3,89
K580,x cam,lg,1920,1080,13,2016,5.2,89
403SH,aquos crystal x 2,softbank,1280,720,8,2015,5.2,89
Blade L5,blade l5,zte,1280,720,8,2015,5,89
Vision 2,vision 2,tolino,1024,758,NULL,2015,6,89
YP-GP1,galaxy player 5.8,samsung,960,540,3.15,2012,5.8,89
S6000L-F,s6000l,lenovo,800,1280,0.3,2013,10.1,89
E510f,optimus univa,lg,480,320,NULL,2011,3.5,88
SH-08E,aquos pad,docomo,1920,1200,8.1,2013,7,88
Le X527,le 2,leeco,1920,1080,8,2016,5.5,88
Che2-TL00,honor 4x,huawei,1280,720,13,2014,5.5,88
MK906,mini tv box,unknown,NULL,NULL,NULL,2013,NULL,88
GT-S7583t,galaxy s duos 2,samsung,800,480,5,2013,4,88
K4000,k4000,oukitel,1280,720,8,2015,5,88
OT-P310A,one touch pop 7,alcatel,600,1024,2,2014,7,88
SGH-I777,galaxy s2,samsung,800,480,8,2011,4.28,87
H788n,aka,lg,1280,720,8,2015,5,87
F160LV,optimus lte 2,lg,1280,720,8,2012,4.7,87
301F,arrows a,softbank,1920,1080,13.1,2013,5,87
HV-T727G,hv-t727g,havit,600,1024,2,2013,7,87
503HW,lumiere,huawei,1280,720,13,2015,5,87
D290,l fino,lg,800,480,8,2014,4.5,87
D6000,d6000,innos,1920,1080,16,2015,5.2,87
F-03G,arrows tab,docomo,1600,2560,8.1,2014,10.5,87
F180,optimus g,lg,1280,768,13,2014,4.7,87
SGH-I897,captivate,samsung,800,480,5,2010,4,87
785,smart 4 mini,vodafone,800,480,3.2,2014,4,87
Cink Peax,cink peax,wiko,960,540,8,2013,4.51,87
SM-G928W8,galaxy s6 edge plus,samsung,2560,1440,16,2015,5.7,87
CAZ-TL10,nova,huawei,1920,1080,12,2016,5,87
Iron,iron,umi,1920,1080,13,2015,5.5,87
Note DS6,note ds6,linio,960,480,8,2016,6,87
D2-0082,ascend d2,huawei,1920,1080,13,2013,5,86
Ascend P7 Mini,ascend p7 mini,huawei,960,540,8,2014,4.5,86
V970M,grand x,zte,960,540,NULL,2012,4.3,86
D820pi,desire 820,htc,1280,720,13,2015,5.5,86
W8470,wizard quadra hd,polytron,1280,720,8,2014,4.7,86
TE508S1,tab pc,lavie,800,1280,5,2014,10.1,86
Elite 1,elite 1,leagoo,1920,1080,16,2015,5,86
A560,a560,lenovo,854,480,2,2012,5,86
Life One X2,life one x2,blu,1920,1080,16,2016,5.2,85
SM-G9008W,galaxy s5 duos,samsung,1920,1080,16,2014,5.1,85
XT1045,moto g,motorola,1280,720,5,2014,4.5,85
VS990,v10,lg,2560,1440,16,2015,5.7,85
F670L,k10,lg,1280,720,13,2016,5.3,85
US991,g4,lg,2560,1440,16,2015,5.5,85
TX5 Pro,tx5 pro,tanix,NULL,NULL,NULL,2016,NULL,85
SHV31,aquos serie mini,kddi,1920,1080,13,2015,4.5,85
Be Touch 2,be touch 2,ulefone,1920,1080,13,2015,5.5,85
LGV32,lgv32,lg,2560,1440,16,2015,5.5,85
E72,e72,nokia,240,320,5,2009,2.37,85
N880,blade,zte,800,480,NULL,2011,3.49,85
IM-A900L,vega secret up,pantech,1920,1080,13,2013,5.6,85
Desire 820q,desire 820q,htc,1280,720,13,2014,5.5,84
XT1096,moto x 2nd gen,verizon,1920,1080,13,2014,5.2,84
Vivo 5,vivo 5,blu,1280,720,13,2016,5.5,84
RM-835,lumia 610,nokia,800,480,5,2012,3.7,84
OT-6012E,one touch idol mini dual,alcatel,854,480,5,2013,4.3,84
CHE-TL00H,honor 4x,huawei,1280,720,13,2015,5.5,84
X405,x405,xtouch,800,480,5,2014,4,84
H959,g flex 2,lg,1920,1080,13,2015,5.5,84
F3211,xperia xa ultra,sony,1920,1080,21.5,2016,6,84
GT-I8200L,galaxy s3 mini,samsung,800,480,5,2014,4,83
S8-701u,mediapad t1 8.0,huawei,1280,800,5,2014,8,83
Alfa 6,alfa 6,leagoo,854,480,5,2015,4.5,83
IM-A910K,vega iron 2,pantech,1920,1080,13,2014,5.3,83
E350,liquid gallant e350,acer,960,540,NULL,2012,4.3,83
Z981,z981,zte,1920,1280,8,2016,13.8,82
D950,g flex,lg,1280,720,13,2014,6,82
SHV-E150S,galaxy tab 7.7 lte,samsung,800,1280,3.15,2012,7.7,82
XT1069,moto g 2nd gen,motorola,1280,720,8,2014,5,82
Life S5004,life s5004,medion,1280,720,13,2016,5,82
D5788,xperia j1 compact,sony,1280,720,21,2015,4.3,82
X907,finder,oppo,800,480,NULL,2012,4.3,82
XT1565,droid maxx 2,motorola,1920,1080,21,2015,5.5,82
PFD_s805,pfd_s805,mbx,720,1280,NULL,2015,9.18,82
Vivo XL,vivo xl,blu,1280,720,13,2016,5.5,82
Y51A,y51a,vivo,960,540,8,2015,5,82
SM-A500W,galaxy a5,samsung,1280,720,13,2014,5,82
P310X,one touch pop 7,alcatel,1024,600,2,2013,7,82
C6-01,c6-01,nokia,640,360,NULL,2010,4.24,81
Y550-L02,ascend y550,huawei,854,480,5,2014,4.5,81
A500L,a500l,xolo,800,480,3.15,2013,4,81
SM-T217A,galaxy tab 3 7.0,samsung,600,1024,3,2013,7,81
VS980,g2,lg,1920,1080,13,2013,5.2,81
GT-888,gt-888,gt mobile,1280,720,8,2015,5.5,81
X6A,x6,vivo,1920,1080,13,2015,5.2,81
SC-03D,galaxy s2 lte,docomo,800,480,8,2011,4.51,81
KYV35,torque g02,kddi,1280,720,13,2015,4.7,81
L-01E,optimus g,lg,1280,768,13,2012,4.69,81
F670K,k10,lg,1280,720,13,2016,5.3,80
ST25a,xperia u,sony,854,480,5,2012,3.5,80
HS-E910,hs-e910,hisense,800,480,NULL,2011,4,80
A3500-H,a7-50,lenovo,800,1280,5,2014,7,80
Netscape Navigator - OS X,netscape navigator - os x,netscape,NULL,NULL,NULL,NULL,NULL,80
P55,p55,panasonic,1280,720,13,2015,5.3,80
SM-N920R4,galaxy note 5,us cellular,2560,1440,16,2015,5.7,80
RM-1027,lumia 636,microsoft,854,480,5,2014,4.5,80
SM-A510K,galaxy a5 (2016),samsung,1920,1080,13,2015,5.2,80
S57,liquid jade z,acer,1280,720,13,2015,5,80
SHL23,aquos phone serie,kddi,1920,1080,15.9,2013,4.8,80
GT-I9192I,galaxy s4 mini duos,samsung,960,540,8,2013,4.3,80
X3L,x3l,vivo,1280,720,8,2014,5,79
4400,4400,thl,1280,720,5,2014,5,79
H345,leon,lg,854,480,5,2015,4.5,79
E460,optimus l5 ii,lg,800,480,5,2013,4,79
London,london,umi,1280,720,13,2016,5,79
PG76110,wildfire s,htc,480,320,5,2011,3.2,79
SC-01E,sc-01e,docomo,1280,800,3,2012,7.7,79
8050G,one touch pixi 4 (6),alcatel,1280,720,13,2016,6,79
S890,s890,lenovo,960,540,8,2013,5.01,79
D700,optimus l9,sk telecom,960,540,5,2013,4.7,79
TF101G,eee pad transformer,asus,1280,800,5,2011,10.1,78
M350,m350,infocus,1280,720,8,2015,5,78
D6563,xperia z2a,sony,1920,1080,20.7,2014,5,78
Y540-U01,ascend y540,huawei,854,480,5,2015,5.6,78
e-tab4,e-tab4,general mobile,800,1280,2,2014,10.1,78
Y511-U00,ascend,huawei,854,480,3.1,2013,4.2,78
SOL21,xperia vl,kddi,1280,720,NULL,2012,4.29,78
A102,canvas doodle 3,micromax,854,480,5,2014,6,78
K70,k70,kingpad,600,1024,0.3,2015,7,78
MD700,md700,unknown,1024,600,2,2013,7,78
EveryPad,everypad,yamada denki,600,1024,5,2013,7,78
i-note Wi-Fi 9,i-note wi-fi 9,i-mobile,480,800,NULL,2012,9.06,78
S388,s388,philips,960,540,5,2014,4.5,78
LS990,g3,sprint,2560,1440,16,2014,5.5,77
SM-G550FY,galaxy on5,samsung,1280,720,8,2015,5,77
Numy AX1,novo 7,ainol,600,1240,2,2013,7,77
Che2-TL00M,honor 4x,huawei,1280,720,13,2014,5.5,77
Mingalaba 2,mingalaba 2,nex,854,480,5,2014,4,77
203SH,aquos phone xx,softbank,1280,720,16.03,2013,4.9,77
F9192,f9192,star,854,480,3,2013,4.3,77
H420,spirit,lg,1280,720,8,2015,4.7,77
LGV31,isai vl,kddi,2560,1440,13,2014,5.5,77
D6616,xperia z3,sony,1920,1080,21,2014,5.2,77
YQ601,u1,smartisan,1920,1080,13,2015,5.5,76
SM-G550T1,galaxy on5 lte,samsung,1280,720,8,2016,5,76
AT10PE-A,excite,toshiba,1600,2560,8,2013,10.1,76
CX-919,mini pc tv box,tronsmart,720,1280,NULL,2013,NULL,76
SM-N910T3,galaxy note 4,t-mobile,2560,1440,16,2014,5.7,76
Vi10,vi10,chuwi,768,1366,2,2015,10.6,76
XM50h,xperia t2 ultra dual,sony,1280,720,13,2014,6,75
HS-U980,mira ii,hisense,1280,720,8,2013,5.5,75
SH-04H,aquos zeta,docomo,1920,1080,22.6,2015,5.3,75
Y535D-C00,y535d,huawei,800,480,2,2014,4.5,75
X920e,butterfly,htc,1920,1080,8,2012,5,75
Informer 706 3G,informer 706 3g,explay,480,800,2,2012,7,75
TA07C-C41R1,slatepad,onkyo,600,1024,2,2013,7,75
Sapphire A55,sapphire a55,singtech,480,800,2,2015,4,75
SC-01D,galaxy tab 10.1 lte,docomo,800,1280,3.2,2011,10.1,75
GT-S5301,galaxy pocket plus,samsung,320,240,2,2012,2.8,75
H60-L12,honor 6,huawei,1920,1080,13,2014,5,75
MT15i,xperia neo,sony ericsson,854,480,8,2011,3.7,75
890N,smart 4 turbo,vodafone,854,480,5,2014,4.5,74
TIT-U02,y6 pro,huawei,1280,720,13,2016,5,74
K500,x screen,lg,1280,720,13,2016,4.93,74
4027N,one touch pixi 3,alcatel,854,480,8,2015,4.5,74
R5830i,r5830i,rokea,480,320,NULL,2012,3.5,74
XT1030,droid mini 4g lte,motorola,1280,720,10,2013,4.29,74
E425F,optimus l3 ii,lg,320,240,3,2013,3.2,74
A1-840,iconia tab 8,acer,1200,1920,5,2014,8,74
M530,m530,infocus,1280,720,13,2014,5.5,74
SU640,optimus lte,lg,1280,720,NULL,2011,4.5,73
FP1U,fairphone 1,fairphone,960,540,8,2014,4.3,73
SM-N9109W,galaxy note 4,samsung,2560,1440,16,2014,5.7,73
SM-P607T,galaxy note 10.1 2014,t-mobile,1600,2560,8,2014,10.1,73
I9220,i9220,haipai,800,480,NULL,2012,5.21,73
GT-T9500,gt-t9500,mt,854,480,3,2013,5,73
V480,g pad 8.0,lg,1280,800,4.9,2014,8,73
A396,a396,lenovo,800,480,2,2014,4,73
A850,energy,nexian,320,240,NULL,2012,2.8,73
P715,optimus l7 ii,lg,800,480,8,2013,4.3,73
K017,memo pad 7,asus,800,1280,5,2014,7,73
X16,power,teclast,1080,1920,NULL,2015,11.6,73
RM-937,lumia 1520,nokia,854,480,5,2014,4,73
Y100X,nova,doogee,1280,720,8,2015,5,73
FRD-L04,honor 8,huawei,1920,1080,12,2016,5.2,72
SM-A430F,galaxy a4,samsung,NULL,NULL,NULL,2016,5.5,72
MD1005,md1005,lazer,600,1024,0.3,2013,7,72
SOT31,xperia z4 tablet,kddi,1600,2560,8,2015,10.1,72
ALE-CL00,p8 lite,huawei,1280,720,13,2015,5,72
XT1034,moto g,motorola,1280,720,5,2013,4.5,72
Odyssey Plus,odyssey plus,zh&k,800,480,3,2015,4,72
s7-931u,mediapad 7 lite,huawei,600,1024,3.15,2012,6.98,72
C8815,c8815,huawei,960,540,5,2013,5,72
8297w,great god f1,coolpad,1280,720,13,2014,5,72
Aquaris E4.5,aquaris e4.5,bq,960,540,8,2015,4.5,72
GT-I8160P,galaxy ace 2,samsung,800,480,5,2011,3.8,72
W716S,w716s,haier,800,480,2,2014,4,71
Z710A,sensation,htc,960,540,8,2011,4.3,71
302KC,digno t,kyocera,960,540,8,2014,4.5,71
FDR-A01L,mediapad t2 10.0 pro,huawei,1920,1200,8,2016,10.1,71
SM-G900R4,galaxy s5,us cellular,1920,1080,16,2014,5.1,71
2PS5200,one x9,htc,1920,1080,13,2015,5.5,71
W900,w900,,NULL,NULL,NULL,NULL,NULL,71
Cink Peax 2,cink peax 2,wiko,960,540,8,2013,4.5,71
SM-J320ZN,galaxy j3 (2016),samsung,1280,720,8,2016,5,71
Thunderbird - OS X,thunderbird - os x,mozilla,NULL,NULL,NULL,NULL,NULL,71
E451,canvas pulse 4g,micromax,1280,720,5,2015,5,71
SC-05D,galaxy note,docomo,1280,800,8,2012,5.3,71
F310LR,gx,lg,1920,1080,13,2014,5.5,71
K52e78,k52e78,lenovo,1920,1080,13,2016,5.5,70
V987,grand x quad,zte,1280,720,13,2013,5,70
HTL23,j butterfly,htc,1920,1080,13,2014,5,70
Polaris 803,polaris 803,blaupunkt,800,1280,2,2014,8,70
MP50020 -A,mp50020 -a,oxygen,480,800,1.3,2013,7,70
T328w,desire v,htc,800,480,5,2012,4,70
F3212,xperia xa ultra dual,sony,1920,1080,21.5,2016,6,70
ZE600KL (Z00MD),zenfone 2 laser,asus,1280,720,13,2015,5,70
A1-713HD,iconia tab 7,acer,800,1280,5,2014,7,70
KYY23,urbano l03,kddi,1920,1080,13,2014,5,70
VF695,smart first 6,vodafone,800,480,2,2015,4,70
KNT-UL10,v8,huawei,1920,1080,12,2016,5.7,70
F300K,optimus vu 3,lg,1280,960,13,2013,5.2,70
VT10416-2,vt10416-2,trekstor,768,1366,5,2014,10.1,70
XT907,droid razr m,verizon,960,540,8,2012,4.3,70
IM-A910L,vega iron 2,pantech,1920,1080,13,2014,5.3,70
SH-05G,aquos pad,docomo,1200,1920,8,2015,7,70
GT-I9308,galaxy s3,samsung,1280,720,8,2012,4.8,70
SM-T335K,galaxy tab 4 8.0 lte,samsung,1280,800,3.15,2014,8,70
SGH-M919N,galaxy s4,samsung,1920,1080,13,2013,5,70
K500N,x screen,lg,1280,720,13,2016,4.93,70
X110,x110,xido,600,1024,2,2015,10.1,70
V700,g pad 10.1,lg,800,1280,5,2014,10.1,70
Dream,dream,htc,480,320,3.15,2008,3.19,69
Z110,liquid,acer,480,320,NULL,2012,3.5,69
E5303,xperia c4,sony,1920,1080,13,2015,5.5,69
A399,a399,lenovo,854,480,1.92,2014,5,69
T935,t935,cce,800,480,0.3,2013,8.970000000000001,69
A1000-F,ideatab a1000,lenovo,600,1024,0.3,2013,7,69
P6-T00,ascend p6,china mobile,1280,720,8,2013,4.7,69
SL101,eee pad slider,asus,800,1280,5,2011,10.1,69
SM-A510L,galaxy a5 (2016),samsung,1920,1080,13,2016,5.2,69
SM-J7008,galaxy j7,samsung,1280,720,13,2015,5.5,69
V387,xenium v387,philips,1280,720,8,2014,5,69
R7007,r3,oppo,1280,720,8,2014,5,69
Vital Air 902,vital air 902,vitalasc,600,1024,2,2015,9,68
Q88B-11S,q88b-11s,china tablet,800,480,8,2012,7,68
SM-G860P,galaxy s5 active,sprint,1920,1080,16,2014,5.1,68
Elife S5.1,elife s5.1,gionee,1280,720,8,2014,4.8,68
ifive X,ifive x,fnf,1024,768,NULL,2012,9.699999999999999,68
SM-J320VPP,galaxy j3,verizon,1280,720,8,2016,5,68
D280,l65,lg,800,480,5,2014,4.3,67
SM-N915V,galaxy note edge,samsung,2560,1600,16,2014,5.6,67
GT-S6802,galaxy ace duos,samsung,480,320,NULL,2012,3.5,67
Z370C (P01W),zenpad 7.0,asus,800,1280,8,2015,7,67
Kindle Fire HDX 7 4G,kindle fire hdx 7 4g,amazon,1200,1920,1.3,2013,7,67
SM-T237P,galaxy tab 4 lte,sprint,1280,800,3.15,2014,7,67
LGL23,g flex,lg,1280,720,13,2013,6,67
F340S,g flex,lg,1280,720,13,2013,6,67
SC-02C,galaxy s2,docomo,800,480,8,2011,4.3,67
SCV32,galaxy a8,samsung,1920,1080,16,2016,5.7,66
SM-J320P,galaxy j3,sprint,1280,720,8,2015,5,66
SM-J200BT,galaxy j2,samsung,960,540,5,2015,4.5,66
F200,optimus vu ii,lg,1024,768,8,2012,5,66
55 Cobalt Plus,55 cobalt plus,archos,1280,720,13,2016,5.5,66
Life XL,life xl,blu,1280,720,13,2016,5.5,66
APA9292KT,evo 4g,sprint,800,480,8,2010,4.3,66
5022D,pop star,alcatel,1280,720,8,2015,5,66
G535-L11,kestrel ee,huawei,960,540,5,2014,4.5,66
QMV7B,ellipsis 7,verizon,800,1280,3.2,2014,7,66
GT-S7560M,galaxy ace 2 x,samsung,800,480,NULL,2012,4,66
PM33100,first,at&t,1280,720,5,2013,4.3,66
XT1225,moto turbo,motorola,2560,1440,21,2014,5.2,66
MP-H118,mp-h118,mpie,854,480,5,2014,5,66
MK808B,mini pc smart tv,unknown,NULL,NULL,NULL,2013,NULL,66
P769,optimus l9,lg,960,540,8,2012,4.5,65
SGH-T999V,galaxy s3,t-mobile,1280,720,8,2012,4.8,65
B199,b199,huawei,1280,720,13,2014,5.5,65
D802TR,g2,lg,1920,1080,13,2014,5.2,65
Venue 7,venue 7,dell,800,1280,3,2013,7,65
